symbol	hgnc_id	entrez_id	ensembl_gene_id	gene_name	uniprot_ids	protein_name_uniprot	alias_symbols	disease	category	label	evidence	note	source
HIBADH	HGNC:4907	11112	ENSG00000106049	3-hydroxyisobutyrate dehydrogenase	P31937		NS5ATP1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A23	HGNC:19375	79085	ENSG00000125648	solute carrier family 25 member 23	Q9BV35		FLJ30339|MGC2615|APC2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC30A6	HGNC:19305	55676	ENSG00000152683	solute carrier family 30 member 6	Q6NXT4		FLJ31101|ZNT6	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC26A7	HGNC:14467	115111	ENSG00000147606	solute carrier family 26 member 7	Q8TE54		SUT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PDHB	HGNC:8808	5162	ENSG00000168291	pyruvate dehydrogenase E1 subunit beta	P11177		PDHE1B|E1beta	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
WHAMM	HGNC:30493	123720	ENSG00000156232	WASP homolog associated with actin, golgi membranes and microtubules	Q8TF30		KIAA1971|WHAMM1|WHDC1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC51A	HGNC:29955	200931	ENSG00000163959	solute carrier family 51 member A	Q86UW1		OSTalpha|SLC51A1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SENP8	HGNC:22992	123228	ENSG00000166192	SUMO peptidase family member, NEDD8 specific	Q96LD8		NEDP1|DEN1|HsT17512|PRSC2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RING1	HGNC:10018	6015	ENSG00000204227	ring finger protein 1	Q06587		RNF1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
KRTAP10-2	HGNC:22967	386679	ENSG00000205445	keratin associated protein 10-2	P60368		KAP10.2|KAP18.2|KRTAP18-2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CDIP1	HGNC:13234	29965	ENSG00000089486	cell death inducing p53 target 1	Q9H305		CDIP|LITAFL|C16orf5	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FSHB	HGNC:3964	2488	ENSG00000131808	follicle stimulating hormone subunit beta	P01225			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A6	HGNC:10992	293	ENSG00000169100	solute carrier family 25 member 6	P12236		ANT3Y|MGC17525|ANT3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
LEMD1	HGNC:18725	93273	ENSG00000186007	LEM domain containing 1	Q68G75		LEMP-1|CT50	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC23A1	HGNC:10974	9963	ENSG00000170482	solute carrier family 23 member 1	Q9UHI7		YSPL3|SVCT1|SLC23A2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC36A4	HGNC:19660	120103	ENSG00000180773	solute carrier family 36 member 4	Q6YBV0		PAT4|FLJ38932	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
EXOC8	HGNC:24659	149371	ENSG00000116903	exocyst complex component 8	Q8IYI6		SEC84|EXO84|Exo84p	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
GSTA4	HGNC:4629	2941	ENSG00000170899	glutathione S-transferase alpha 4	O15217			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A14	HGNC:10984	9016	ENSG00000102078	solute carrier family 25 member 14	O95258		BMCP1|UCP5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A4	HGNC:17129	55630	ENSG00000147804	solute carrier family 39 member 4	Q6P5W5		ZIP4|ZIP-4|AWMS2|AEZ	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
MSI2	HGNC:18585	124540	ENSG00000153944	musashi RNA binding protein 2	Q96DH6			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC18A2	HGNC:10935	6571	ENSG00000165646	solute carrier family 18 member A2	Q05940		SVMT|SVAT|VAT2|VMAT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC12A2	HGNC:10911	6558	ENSG00000064651	solute carrier family 12 member 2	P55011		NKCC1|BSC2|BSC-2|PPP1R141|CCC1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC19A2	HGNC:10938	10560	ENSG00000117479	solute carrier family 19 member 2	O60779		THTR1|ThT1|TRMA	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A11	HGNC:14463	201266	ENSG00000133195	solute carrier family 39 member 11	Q8N1S5		ZIP11|C17orf26	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NRDC	HGNC:7995	4898	ENSG00000078618	nardilysin convertase	O43847		hNRD1|hNRD2|NRD1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NKX3-1	HGNC:7838	4824	ENSG00000167034	NK3 homeobox 1	Q99801		NKX3.1|BAPX2|NKX3A	prostate cancer	candidate	0	biology	prostate lineage; haploinsufficient tumour suppressor	curated (Claude knowledge; unverified)
SLC49A3	HGNC:26177	84179	ENSG00000169026	solute carrier family 49 member 3	Q6UXD7		FLJ22269|LP2561|MFSD7	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC30A5	HGNC:19089	64924	ENSG00000145740	solute carrier family 30 member 5	Q8TAD4		ZTL1|ZnT-5|FLJ12496|FLJ12756|ZNT5|MGC5499|ZNTL1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NACC1	HGNC:20967	112939	ENSG00000160877	nucleus accumbens associated 1	Q96RE7		NAC1|NAC-1|BEND8|BTBD30|BTBD14B	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC22A10	HGNC:18057	387775	ENSG00000184999	solute carrier family 22 member 10 (gene/pseudogene)	Q63ZE4		OAT5|hOAT5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC68A1	HGNC:26196	79847	ENSG00000138111	solute carrier family 68 member 1	Q14CX5		FLJ22529|bA18I14.8|C10orf77|TMEM180|MFSD13A	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC5A5	HGNC:11040	6528	ENSG00000105641	solute carrier family 5 member 5	Q92911		NIS	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NRG2	HGNC:7998	9542	ENSG00000158458	neuregulin 2	O14511		Don-1|NTAK|HRG2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC27A4	HGNC:10998	10999	ENSG00000167114	solute carrier family 27 member 4	Q6P1M0		FATP4|ACSVL4|FATP-4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC30A7	HGNC:19306	148867	ENSG00000162695	solute carrier family 30 member 7	Q8NEW0		ZnTL2|ZNT7	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SPINK4	HGNC:16646	27290	ENSG00000122711	serine peptidase inhibitor Kazal type 4	O60575		PEC-60|MGC133107	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC41A1	HGNC:19429	254428	ENSG00000133065	solute carrier family 41 member 1	Q8IVJ1		MgtE	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9A9	HGNC:20653	285195	ENSG00000181804	solute carrier family 9 member A9	Q8IVB4		FLJ35613|NHE9	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TMEM132C	HGNC:25436	92293	ENSG00000181234	transmembrane protein 132C	Q8N3T6		DKFZp761O2018|PPP1R152	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
C1QTNF5	HGNC:14344	114902	ENSG00000223953	C1q and TNF related 5	Q9BXJ0		CTRP5|DKFZp586B0621|LORD	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC30A3	HGNC:11014	7781	ENSG00000115194	solute carrier family 30 member 3	Q99726		ZNT3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
MBLAC2	HGNC:33711	153364	ENSG00000176055	metallo-beta-lactamase domain containing 2	Q68D91		DKFZp686P15118|MGC46734	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MUS81	HGNC:29814	80198	ENSG00000172732	MUS81 structure-specific endonuclease subunit	Q96NY9		FLJ44872|SLX3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC35F5	HGNC:23617	80255	ENSG00000115084	solute carrier family 35 member F5	Q8WV83		FLJ22004	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
REG1B	HGNC:9952	5968	ENSG00000172023	regenerating family member 1 beta	P48304		REGL|PSPS2|REGH|REGI-BETA	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
MAP2K3	HGNC:6843	5606	ENSG00000034152	mitogen-activated protein kinase kinase 3	P46734		MEK3|MKK3|MAPKK3|SAPKK2|PRKMK3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLCO4A1	HGNC:10953	28231	ENSG00000101187	solute carrier organic anion transporter family member 4A1	Q96BD0		OATP-E|OATP4A1|SLC21A12	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A36	HGNC:25554	55186	ENSG00000114120	solute carrier family 25 member 36	Q96CQ1		FLJ10618|PNC2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC20A2	HGNC:10947	6575	ENSG00000168575	solute carrier family 20 member 2	Q08357		PiT-2|Glvr-2|Ram-1|PIT2|MLVAR|GLVR2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLCO4C1	HGNC:23612	353189	ENSG00000173930	solute carrier organic anion transporter family member 4C1	Q6ZQN7		SLC21A20|OATP4C1|OATPX|OATP-H	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A14	HGNC:20858	23516	ENSG00000104635	solute carrier family 39 member 14	Q15043		KIAA0062|NET34|ZIP14|ZIP-14	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ARHGEF33	HGNC:37252	100271715	ENSG00000214694	Rho guanine nucleotide exchange factor 33	A8MVX0			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC38A1	HGNC:13447	81539	ENSG00000111371	solute carrier family 38 member 1	Q9H2H9		ATA1|NAT2|SAT1|SNAT1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CASP2	HGNC:1503	835	ENSG00000106144	caspase 2	P42575		ICH1|PPP1R57|MGC2181|NEDD2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TBX1	HGNC:11592	6899	ENSG00000184058	T-box transcription factor 1	O43435		CATCH22|VCF	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PRKAR2B	HGNC:9392	5577	ENSG00000005249	protein kinase cAMP-dependent type II regulatory subunit beta	P31323		PRKAR2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC16A7	HGNC:10928	9194	ENSG00000118596	solute carrier family 16 member 7	O60669		MCT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ZNF281	HGNC:13075	23528	ENSG00000162702	zinc finger protein 281	Q9Y2X9		ZBP-99	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FOLH1	HGNC:3788	2346	ENSG00000086205	folate hydrolase 1	Q04609		PSM|PSMA|NAALAD1|NAALAdase|GCP2|GCPII|FOLH	prostate cancer	known	1	approved_drug	lutetium-177 PSMA-617 — approved 2022 (PSMA-targeted radioligand)	curated (Claude knowledge, 2026-05; unverified)
GPT	HGNC:4552	2875	ENSG00000167701	glutamic--pyruvic transaminase	P24298		ALT1|ALT|GPT1|SGPT	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC12A5	HGNC:13818	57468	ENSG00000124140	solute carrier family 12 member 5	Q9H2X9		KIAA1176|KCC2|hKCC2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC38A10	HGNC:28237	124565	ENSG00000157637	solute carrier family 38 member 10	Q9HBR0		MGC15523|PP1744|SNAT10	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
DYNLT2B	HGNC:28482	255758	ENSG00000213123	dynein light chain Tctex-type 2B	Q8WW35		MGC33212|TCTEX1D2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
EHD3	HGNC:3244	30845	ENSG00000013016	EH domain containing 3	Q9NZN3		PAST3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC16A2	HGNC:10923	6567	ENSG00000147100	solute carrier family 16 member 2	P36021		XPCT|MCT8|MCT7|DXS128E|DXS128|AHDS|MRX22	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC9B2	HGNC:25143	133308	ENSG00000164038	solute carrier family 9 member B2	Q86UD5		FLJ23984|NHA2|NHEDC2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC35B2	HGNC:16872	347734	ENSG00000157593	solute carrier family 35 member B2	Q8TB61		UGTrel4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC39A6	HGNC:18607	25800	ENSG00000141424	solute carrier family 39 member 6	Q13433		LIV-1|ZIP6	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TMEM141	HGNC:28211	85014	ENSG00000244187	transmembrane protein 141	Q96I45		MGC14141	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SERINC4	HGNC:32237	619189	ENSG00000184716	serine incorporator 4	A6NH21		FLJ40363	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
RCCD1	HGNC:30457	91433	ENSG00000166965	RCC1 domain containing 1	A6NED2		MGC14386	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC7A1	HGNC:11057	6541	ENSG00000139514	solute carrier family 7 member 1	P30825		CAT-1|HCAT1|REC1L|ERR|ATRC1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
MCTS2	HGNC:49760	100101490	ENSG00000101898	MCTS family member 2	A0A3B3IRV3		psiMCT-1|MCTS2P	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC22A25	HGNC:32935	387601	ENSG00000196600	solute carrier family 22 member 25	Q6T423		UST6|HIMTP|MGC120420	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A28	HGNC:23472	81894	ENSG00000155287	solute carrier family 25 member 28	Q96A46		MRS3/4|MRS4L	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC22A14	HGNC:8495	9389	ENSG00000144671	solute carrier family 22 member 14	Q9Y267		OCTL2|ORCTL4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
FASN	HGNC:3594	2194	ENSG00000169710	fatty acid synthase	P49327		FAS|SDR27X1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CSAG3	HGNC:26237	389903	ENSG00000268916	CSAG family member 3	Q9Y5P2		CSAG3A	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ASGR1	HGNC:742	432	ENSG00000141505	asialoglycoprotein receptor 1	P07306		CLEC4H1	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FXR2	HGNC:4024	9513	ENSG00000129245	FMR1 autosomal homolog 2	P51116		FMR1L2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
STC1	HGNC:11373	6781	ENSG00000159167	stanniocalcin 1	P52823		STC	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A40	HGNC:29680	55972	ENSG00000075303	solute carrier family 25 member 40	Q8TBP6		MCFP	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC16A5	HGNC:10926	9121	ENSG00000170190	solute carrier family 16 member 5	O15375		MCT5|MCT6	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PIAS3	HGNC:16861	10401	ENSG00000131788	protein inhibitor of activated STAT 3	Q9Y6X2		FLJ14651|ZMIZ5	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
C10orf105	HGNC:20304	414152	ENSG00000214688	chromosome 10 open reading frame 105	Q8TEF2		FLJ00245	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PARP2	HGNC:272	10038	ENSG00000129484	poly(ADP-ribose) polymerase 2	Q9UGN5		ARTD2|ADPRTL2	prostate cancer	known	1	approved_drug	olaparib; talazoparib — approved (PARP inhibitors also inhibit PARP2)	curated (Claude knowledge, 2026-05; unverified)
SLC19A1	HGNC:10937	6573	ENSG00000173638	solute carrier family 19 member 1	P41440		FOLT|RFC1|IFC-1|RFC|hRFC|RFT-1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PSG7	HGNC:9524	5676	ENSG00000221878	pregnancy specific beta-1-glycoprotein 7	Q13046			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC15A4	HGNC:23090	121260	ENSG00000139370	solute carrier family 15 member 4	Q8N697		PHT1|PTR4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NEK11	HGNC:18593	79858	ENSG00000114670	NIMA related kinase 11	Q8NG66		FLJ23495	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
REDIC1	HGNC:26846	283461	ENSG00000180116	regulator of DNA class I crossover intermediates 1	Q86WS4		FLJ40126|C12orf40	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ITGB5	HGNC:6160	3693	ENSG00000082781	integrin subunit beta 5	P18084			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
GIPC3	HGNC:18183	126326	ENSG00000179855	GIPC PDZ domain containing family member 3	Q8TF64		DFNB95|C19orf64|DFNB72|DFNB15	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
FCER2	HGNC:3612	2208	ENSG00000104921	Fc epsilon receptor II	P06734		CLEC4J|CD23|FCErII|FcepsilonRII|CD23A|FCE2	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC36A1	HGNC:18761	206358	ENSG00000123643	solute carrier family 36 member 1	Q7Z2H8		LYAAT-1|PAT1|TRAMD3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC2A1	HGNC:11005	6513	ENSG00000117394	solute carrier family 2 member 1	P11166		DYT18|DYT9|GLUT-1|GLUT1|GLUT|HTLVR|CSE	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
TFCP2	HGNC:11748	7024	ENSG00000135457	transcription factor CP2	Q12800		SEF|CP2|LSF|LBP-1C|TFCP2C	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ZNHIT3	HGNC:12309	9326	ENSG00000273611	zinc finger HIT-type containing 3	Q15649		Hit1|TRIP3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC22A7	HGNC:10971	10864	ENSG00000137204	solute carrier family 22 member 7	Q9Y694		NLT|OAT2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ZNF804A	HGNC:21711	91752	ENSG00000170396	zinc finger protein 804A	Q7Z570		C2orf10	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC27A2	HGNC:10996	11001	ENSG00000140284	solute carrier family 27 member 2	O14975		FATP2|hFACVL1|VLACS|VLCS|HsT17226|ACSVL1|FACVL1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC25A22	HGNC:19954	79751	ENSG00000177542	solute carrier family 25 member 22	Q9H936		GC1|FLJ13044|NET44|EIEE3|GC-1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PPIL6	HGNC:21557	285755	ENSG00000185250	peptidylprolyl isomerase like 6	Q8IXY8		bA425D10.6|MGC41939|dJ919F19.1|RSPH12	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
HS2ST1	HGNC:5193	9653	ENSG00000153936	heparan sulfate 2-O-sulfotransferase 1	Q7LGA3		KIAA0448	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLCO1B1	HGNC:10959	10599	ENSG00000134538	solute carrier organic anion transporter family member 1B1	Q9Y6L6		OATP-C|LST-1|OATP1B1|SLC21A6	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC17A8	HGNC:20151	246213	ENSG00000179520	solute carrier family 17 member 8	Q8NDX2		VGLUT3|DFNA25	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC20A1	HGNC:10946	6574	ENSG00000144136	solute carrier family 20 member 1	Q8WUM9		PiT-1|Glvr-1|PiT1|GLVR1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
DNAJB12	HGNC:14891	54788	ENSG00000148719	DnaJ heat shock protein family (Hsp40) member B12	Q9NXW2		DJ10|FLJ20027	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLCO1A2	HGNC:10956	6579	ENSG00000084453	solute carrier organic anion transporter family member 1A2	P46721		OATP|OATP1A2|OATP-A|SLC21A3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SIGLEC9	HGNC:10878	27180	ENSG00000129450	sialic acid binding Ig like lectin 9	Q9Y336		CD329	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
S100Z	HGNC:30367	170591	ENSG00000171643	S100 calcium binding protein Z	Q8WXG8		Gm625|S100-zeta	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
CABYR	HGNC:15569	26256	ENSG00000154040	calcium binding tyrosine phosphorylation regulated	O75952		FSP-2|CBP86|CT88	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A30	HGNC:27371	253512	ENSG00000174032	solute carrier family 25 member 30	Q5SVS4			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
CD79A	HGNC:1698	973	ENSG00000105369	CD79a molecule	P11912		MB-1|Ig-alpha|MB1|IGAlpha|IGA	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
ADARB2	HGNC:227	105	ENSG00000185736	adenosine deaminase RNA specific B2 (inactive)	Q9NS39		RED2|hRED2|ADAR3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
NDUFAF6	HGNC:28625	137682	ENSG00000156170	NADH:ubiquinone oxidoreductase complex assembly factor 6	Q330K2		lncREST|MGC40214|C8orf38	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
UBP1	HGNC:12507	7342	ENSG00000153560	upstream binding protein 1	Q9NZI7		TFCP2L5|LBP-1a	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC22A5	HGNC:10969	6584	ENSG00000197375	solute carrier family 22 member 5	O76082		OCTN2|SCD|CDSP	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NOBOX	HGNC:22448	135935	ENSG00000106410	NOBOX oogenesis homeobox	O60393		OG2|Og2x	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
GNS	HGNC:4422	2799	ENSG00000135677	glucosamine (N-acetyl)-6-sulfatase	P15586			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC7A3	HGNC:11061	84889	ENSG00000165349	solute carrier family 7 member 3	Q8WY07		CAT-3|ATRC3|FLJ14541	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC4A10	HGNC:13811	57282	ENSG00000144290	solute carrier family 4 member 10	Q6U841		NBCn2|NCBE	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
RAB1B	HGNC:18370	81876	ENSG00000174903	RAB1B, member RAS oncogene family	Q9H0U4			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
BLTP1	HGNC:26953	84162	ENSG00000138688	bridge-like lipid transfer protein family member 1	Q2LD37		FLJ21404|FSA|KIAA1371|Tweek|KIAA1109	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC10A5	HGNC:22981	347051	ENSG00000253598	solute carrier family 10 member 5	Q5PT55			prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
FANCF	HGNC:3587	2188	ENSG00000183161	FA complementation group F	Q9NPI8		FAF	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TXNDC12	HGNC:24626	51060	ENSG00000117862	thioredoxin domain containing 12	O95881		TLP19|ERP18|ERP19|hAG-1|AGR1|PDIA16	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC6A20	HGNC:30927	54716	ENSG00000163817	solute carrier family 6 member 20	Q9NP91		XT3|Xtrp3|SIT1|IMINO	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
ZNF670	HGNC:28167	93474	ENSG00000277462	zinc finger protein 670	Q9BS34		MGC12466	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
TP53	HGNC:11998	7157	ENSG00000141510	tumor protein p53	P04637		p53|LFS1	prostate cancer	candidate	0	somatic	frequent in advanced disease	curated (Claude knowledge; unverified)
SPACA5B	HGNC:19142	729201	ENSG00000171478	sperm acrosome associated 5B	Q96QH8		LYZL5B	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
PPP6R3	HGNC:1173	55291	ENSG00000110075	protein phosphatase 6 regulatory subunit 3	Q5H9R7		SAPLa|DKFZp781E2374|DKFZp781O2362|DKFZp781E17107|SAP190|SAPL|PP6R3|FLJ11058|FLJ43065|KIAA1558|MGC125711|MGC125712|C11orf23|SAPS3	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC6A2	HGNC:11048	6530	ENSG00000103546	solute carrier family 6 member 2	P23975		NET|NET1|NAT1|SLC6A5	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
KSR1	HGNC:6465	8844	ENSG00000141068	kinase suppressor of ras 1	Q8IVT5		RSU2|KSR	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
IMPG2	HGNC:18362	50939	ENSG00000081148	interphotoreceptor matrix proteoglycan 2	Q9BZV3		IPM200|RP56|SPACRCAN	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A17	HGNC:10987	10478	ENSG00000100372	solute carrier family 25 member 17	O43808		PMP34	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
MMP14	HGNC:7160	4323	ENSG00000157227	matrix metallopeptidase 14	P50281		MT1-MMP	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
IQCM	HGNC:53443	285423	ENSG00000234828	IQ motif containing M	A0A1B0GVH7			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC30A4	HGNC:11015	7782	ENSG00000104154	solute carrier family 30 member 4	O14863		ZNT4	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC45A4	HGNC:29196	57210	ENSG00000022567	solute carrier family 45 member 4	Q5BKX6		KIAA1126	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC34A1	HGNC:11019	6569	ENSG00000131183	solute carrier family 34 member 1	Q06495		NAPI-3|NPTIIa|SLC11|NPT2|SLC17A2	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
NAT10	HGNC:29830	55226	ENSG00000135372	N-acetyltransferase 10	Q9H0A0		hALP|FLJ10774|FLJ12179|NET43|KIAA1709|Kre33	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
OR8U9	HGNC:29166	504190	ENSG00000281038	olfactory receptor family 8 subfamily U member 9	P0C7N5			prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC66A3	HGNC:28503	130814	ENSG00000162976	solute carrier family 66 member 3	Q8N755		MGC33602|C2orf22|PQLC3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC6A5	HGNC:11051	9152	ENSG00000165970	solute carrier family 6 member 5	Q9Y345		GLYT2|GlyT-2|NET1	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
SLC4A8	HGNC:11034	9498	ENSG00000050438	solute carrier family 4 member 8	Q2Y0W8		NBC3	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
PRKACB	HGNC:9381	5567	ENSG00000142875	protein kinase cAMP-activated catalytic subunit beta	P22694		PKACb	prostate cancer	random	0			HGNC protein-coding random, seed 20260921
SLC25A27	HGNC:21065	9481	ENSG00000153291	solute carrier family 25 member 27	O95847		UCP4|FLJ33552	prostate cancer	random	0		SLC decoy	SLC decoy, seed 20260921
